;Scopy version,6fa2c03
;Exported on,Wednesday September 25/09/2019
;Device,M2K
;Nr of samples,3200
;Sample rate,1e+07
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1966,3.66e-05,1.53399,1.61572
1967,3.67e-05,1.53555,1.61572
1968,3.68e-05,1.53399,1.61572
1969,3.69e-05,1.53399,1.61572
1970,3.7e-05,1.53399,1.61728
1971,3.71e-05,1.53244,1.61728
1972,3.72e-05,1.53555,1.61728
1973,3.73e-05,1.5371,1.61728
1974,3.74e-05,1.53399,1.61728
1975,3.75e-05,1.5371,1.61885
1976,3.76e-05,1.5371,1.61885
1977,3.77e-05,1.53244,1.61885
1978,3.78e-05,1.54021,1.61728
1979,3.79e-05,1.5371,1.61728
1980,3.8e-05,1.5371,1.61728
1981,3.81e-05,1.5371,1.61728
1982,3.82e-05,1.5371,1.61728
1983,3.83e-05,1.53555,1.61728
1984,3.84e-05,1.53555,1.61728
1985,3.85e-05,1.53555,1.61728
1986,3.86e-05,1.5371,1.61728
1987,3.87e-05,1.53555,1.61728
1988,3.88e-05,1.53555,1.61415
1989,3.89e-05,1.53555,1.61728
1990,3.9e-05,1.53555,1.61885
1991,3.91e-05,1.53555,1.61415
1992,3.92e-05,1.53555,1.61728
1993,3.93e-05,1.5371,1.61728
1994,3.94e-05,1.53866,1.61258
1995,3.95e-05,1.53555,1.61572
1996,3.96e-05,1.53555,1.61728
1997,3.97e-05,1.5371,1.61728
1998,3.98e-05,1.53866,1.61728
1999,3.99e-05,1.53555,1.61572
2000,4e-05,1.53555,1.61572
2001,4.01e-05,1.53399,1.61572
2002,4.02e-05,1.53399,1.61728
2003,4.03e-05,1.53555,1.61415
2004,4.04e-05,1.5371,1.61415
2005,4.05e-05,1.53555,1.61415
2006,4.06e-05,1.5371,1.61415
2007,4.07e-05,1.53399,1.61415
2008,4.08e-05,1.5371,1.61415
2009,4.09e-05,1.53555,1.61415
2010,4.1e-05,1.5371,1.61415
2011,4.11e-05,1.53399,1.61572
2012,4.12e-05,1.5371,1.61572
2013,4.13e-05,1.53555,1.61415
2014,4.14e-05,1.53866,1.61728
2015,4.15e-05,1.53555,1.61415
2016,4.16e-05,1.53555,1.61415
2017,4.17e-05,1.53555,1.61572
2018,4.18e-05,1.53555,1.61572
2019,4.19e-05,1.53555,1.61728
2020,4.2e-05,1.53866,1.61572
2021,4.21e-05,1.53555,1.61572
2022,4.22e-05,1.5371,1.61572
2023,4.23e-05,1.53555,1.61572
2024,4.24e-05,1.53399,1.61572
2025,4.25e-05,1.53555,1.61572
2026,4.26e-05,1.5371,1.61572
2027,4.27e-05,1.53555,1.61572
2028,4.28e-05,1.5371,1.61572
2029,4.29e-05,1.5371,1.61572
2030,4.3e-05,1.53866,1.61572
2031,4.31e-05,1.53555,1.61572
2032,4.32e-05,1.5371,1.61572
2033,4.33e-05,1.5371,1.61728
2034,4.34e-05,1.53866,1.61728
2035,4.35e-05,1.5371,1.61728
2036,4.36e-05,1.5371,1.61728
2037,4.37e-05,1.5371,1.61728
2038,4.38e-05,1.5371,1.61728
2039,4.39e-05,1.53866,1.61728
2040,4.4e-05,1.5371,1.61728
2041,4.41e-05,1.5371,1.61728
2042,4.42e-05,1.5371,1.61885
2043,4.43e-05,1.54021,1.61728
2044,4.44e-05,1.5371,1.61728
2045,4.45e-05,1.5371,1.61728
2046,4.46e-05,1.54021,1.61728
2047,4.47e-05,1.53866,1.61728
2048,4.48e-05,1.53866,1.61885
2049,4.49e-05,1.54021,1.61728
2050,4.5e-05,1.53866,1.61728
2051,4.51e-05,1.53555,1.61728
2052,4.52e-05,1.54021,1.61728
2053,4.53e-05,1.5371,1.61728
2054,4.54e-05,1.5371,1.61728
2055,4.55e-05,1.54021,1.61728
2056,4.56e-05,1.53866,1.61728
2057,4.57e-05,1.5371,1.61415
2058,4.58e-05,1.5371,1.61728
2059,4.59e-05,1.5371,1.61728
2060,4.6e-05,1.5371,1.62042
2061,4.61e-05,1.5371,1.61728
2062,4.62e-05,1.53866,1.61728
2063,4.63e-05,1.5371,1.61572
2064,4.64e-05,1.5371,1.61572
2065,4.65e-05,1.54021,1.61885
2066,4.66e-05,1.5371,1.61415
2067,4.67e-05,1.53866,1.61728
2068,4.68e-05,1.5371,1.61572
2069,4.69e-05,1.5371,1.61572
2070,4.7e-05,1.5371,1.61572
2071,4.71e-05,1.5371,1.61885
2072,4.72e-05,1.5371,1.61728
2073,4.73e-05,1.5371,1.61572
2074,4.74e-05,1.5371,1.61572
2075,4.75e-05,1.53555,1.61572
2076,4.76e-05,1.53866,1.61415
2077,4.77e-05,1.5371,1.61415
2078,4.78e-05,1.5371,1.61415
2079,4.79e-05,1.5371,1.61415
2080,4.8e-05,1.5371,1.61572
2081,4.81e-05,1.54021,1.61728
2082,4.82e-05,1.53555,1.61728
2083,4.83e-05,1.53866,1.61415
2084,4.84e-05,1.53555,1.61415
2085,4.85e-05,1.53555,1.61415
2086,4.86e-05,1.53555,1.61728
2087,4.87e-05,1.54021,1.61415
2088,4.88e-05,1.53555,1.61415
2089,4.89e-05,1.5371,1.61572
2090,4.9e-05,1.53866,1.61572
2091,4.91e-05,1.5371,1.61415
2092,4.92e-05,1.5371,1.61572
2093,4.93e-05,1.53866,1.61572
2094,4.94e-05,1.53866,1.61728
2095,4.95e-05,1.53866,1.61415
2096,4.96e-05,1.53866,1.61728
2097,4.97e-05,1.54021,1.61728
2098,4.98e-05,1.5371,1.61728
2099,4.99e-05,1.53866,1.61885
2100,5e-05,1.53866,1.61572
2101,5.01e-05,1.53866,1.61728
2102,5.02e-05,1.53866,1.61572
2103,5.03e-05,1.53866,1.61572
2104,5.04e-05,1.53866,1.61572
2105,5.05e-05,1.53866,1.61572
2106,5.06e-05,1.54021,1.61572
2107,5.07e-05,1.5371,1.61572
2108,5.08e-05,1.54176,1.61572
2109,5.09e-05,1.53866,1.61885
2110,5.1e-05,1.5371,1.61572
2111,5.11e-05,1.54021,1.61572
2112,5.12e-05,1.53866,1.61728
2113,5.13e-05,1.53866,1.61728
2114,5.14e-05,1.53866,1.61885
2115,5.15e-05,1.53866,1.61728
2116,5.16e-05,1.53866,1.61572
2117,5.17e-05,1.53866,1.61885
2118,5.18e-05,1.54176,1.61728
2119,5.19e-05,1.53866,1.61728
2120,5.2e-05,1.53866,1.61728
2121,5.21e-05,1.53866,1.61728
2122,5.22e-05,1.53866,1.61728
2123,5.23e-05,1.53866,1.61728
2124,5.24e-05,1.54021,1.61728
2125,5.25e-05,1.53866,1.61728
2126,5.26e-05,1.54332,1.61572
2127,5.27e-05,1.53866,1.61572
2128,5.28e-05,1.53866,1.61728
2129,5.29e-05,1.53866,1.62042
2130,5.3e-05,1.53866,1.61728
2131,5.31e-05,1.53866,1.61572
2132,5.32e-05,1.54021,1.61572
2133,5.33e-05,1.54021,1.61258
2134,5.34e-05,1.53866,1.61728
2135,5.35e-05,1.5371,1.61728
2136,5.36e-05,1.54021,1.61728
2137,5.37e-05,1.5371,1.61572
2138,5.38e-05,1.5371,1.61572
2139,5.39e-05,1.53866,1.61572
2140,5.4e-05,1.53866,1.61572
2141,5.41e-05,1.54176,1.61572
2142,5.42e-05,1.53866,1.61415
2143,5.43e-05,1.54021,1.61415
2144,5.44e-05,1.54021,1.61572
2145,5.45e-05,1.54021,1.61728
2146,5.46e-05,1.54021,1.61885
2147,5.47e-05,1.54021,1.61728
2148,5.48e-05,1.54021,1.61572
2149,5.49e-05,1.53866,1.61572
2150,5.5e-05,1.53866,1.61885
2151,5.51e-05,1.5371,1.61415
2152,5.52e-05,1.54021,1.61728
2153,5.53e-05,1.54021,1.61572
2154,5.54e-05,1.53866,1.61415
2155,5.55e-05,1.54021,1.61572
2156,5.56e-05,1.5371,1.61415
2157,5.57e-05,1.53866,1.61728
2158,5.58e-05,1.54021,1.61572
2159,5.59e-05,1.53866,1.61572
2160,5.6e-05,1.53866,1.61728
2161,5.61e-05,1.54021,1.61728
2162,5.62e-05,1.53866,1.61728
2163,5.63e-05,1.54176,1.61572
2164,5.64e-05,1.54176,1.61415
2165,5.65e-05,1.54021,1.61728
2166,5.66e-05,1.54021,1.61728
2167,5.67e-05,1.54021,1.61728
2168,5.68e-05,1.53866,1.61728
2169,5.69e-05,1.53866,1.61572
2170,5.7e-05,1.53866,1.61572
2171,5.71e-05,1.53866,1.61728
2172,5.72e-05,1.53866,1.61728
2173,5.73e-05,1.54176,1.61728
2174,5.74e-05,1.54021,1.61572
2175,5.75e-05,1.54021,1.61572
2176,5.76e-05,1.54021,1.61728
2177,5.77e-05,1.53866,1.61728
2178,5.78e-05,1.53866,1.61728
2179,5.79e-05,1.53866,1.61728
2180,5.8e-05,1.53866,1.61572
2181,5.81e-05,1.53866,1.61572
2182,5.82e-05,1.54021,1.61572
2183,5.83e-05,1.54176,1.61728
2184,5.84e-05,1.53866,1.61572
2185,5.85e-05,1.54021,1.61572
2186,5.86e-05,1.54021,1.61572
2187,5.87e-05,1.54021,1.61728
2188,5.88e-05,1.54176,1.61572
2189,5.89e-05,1.5371,1.61572
2190,5.9e-05,1.54021,1.61572
2191,5.91e-05,1.54021,1.61572
2192,5.92e-05,1.54021,1.61572
2193,5.93e-05,1.54021,1.61572
2194,5.94e-05,1.53866,1.61572
2195,5.95e-05,1.54021,1.61572
2196,5.96e-05,1.53866,1.61572
2197,5.97e-05,1.53866,1.61572
2198,5.98e-05,1.53866,1.61572
2199,5.99e-05,1.54021,1.61572
2200,6e-05,1.54021,1.61258
2201,6.01e-05,1.54021,1.61572
2202,6.02e-05,1.54021,1.61572
2203,6.03e-05,1.54176,1.61728
2204,6.04e-05,1.5371,1.61728
2205,6.05e-05,1.54021,1.61728
2206,6.06e-05,1.54021,1.61728
2207,6.07e-05,1.54021,1.61728
2208,6.08e-05,1.54176,1.61572
2209,6.09e-05,1.54176,1.61572
2210,6.1e-05,1.54021,1.61572
2211,6.11e-05,1.54021,1.61572
2212,6.12e-05,1.54176,1.61728
2213,6.13e-05,1.54021,1.61728
2214,6.14e-05,1.53866,1.61728
2215,6.15e-05,1.54176,1.61728
2216,6.16e-05,1.53866,1.61572
2217,6.17e-05,1.53866,1.61572
2218,6.18e-05,1.53866,1.61572
2219,6.19e-05,1.54176,1.61572
2220,6.2e-05,1.54021,1.61572
2221,6.21e-05,1.54021,1.61572
2222,6.22e-05,1.53866,1.61572
2223,6.23e-05,1.54176,1.61572
2224,6.24e-05,1.54176,1.61572
2225,6.25e-05,1.54021,1.61572
2226,6.26e-05,1.5371,1.61728
2227,6.27e-05,1.54176,1.61572
2228,6.28e-05,1.54021,1.61572
2229,6.29e-05,1.54021,1.61572
2230,6.3e-05,1.54021,1.61572
2231,6.31e-05,1.54021,1.61572
2232,6.32e-05,1.53866,1.61572
2233,6.33e-05,1.54176,1.61728
2234,6.34e-05,1.54021,1.61572
2235,6.35e-05,1.54021,1.61572
2236,6.36e-05,1.54021,1.61572
2237,6.37e-05,1.54021,1.61572
2238,6.38e-05,1.53866,1.61572
2239,6.39e-05,1.54021,1.61572
2240,6.4e-05,1.53866,1.61572
2241,6.41e-05,1.53866,1.61415
2242,6.42e-05,1.53866,1.61728
2243,6.43e-05,1.54021,1.61572
2244,6.44e-05,1.54021,1.61572
2245,6.45e-05,1.54021,1.61572
2246,6.46e-05,1.54021,1.61572
2247,6.47e-05,1.54021,1.61572
2248,6.48e-05,1.54021,1.61572
2249,6.49e-05,1.54021,1.61728
2250,6.5e-05,1.54021,1.61572
2251,6.51e-05,1.53866,1.61728
2252,6.52e-05,1.54176,1.61728
2253,6.53e-05,1.54021,1.61572
2254,6.54e-05,1.54332,1.61572
2255,6.55e-05,1.54021,1.61572
2256,6.56e-05,1.54176,1.61572
2257,6.57e-05,1.54021,1.61572
2258,6.58e-05,1.54021,1.61728
2259,6.59e-05,1.54021,1.61728
2260,6.6e-05,1.54021,1.61728
2261,6.61e-05,1.54021,1.61728
2262,6.62e-05,1.54021,1.61728
2263,6.63e-05,1.54021,1.61572
2264,6.64e-05,1.54021,1.61572
2265,6.65e-05,1.54021,1.61728
2266,6.66e-05,1.53866,1.61415
2267,6.67e-05,1.54021,1.61572
2268,6.68e-05,1.53866,1.61572
2269,6.69e-05,1.53866,1.61572
2270,6.7e-05,1.54176,1.61572
2271,6.71e-05,1.54176,1.61572
2272,6.72e-05,1.53866,1.61572
2273,6.73e-05,1.54021,1.61572
2274,6.74e-05,1.54021,1.61572
2275,6.75e-05,1.53866,1.61572
2276,6.76e-05,1.54176,1.61572
2277,6.77e-05,1.54021,1.61572
2278,6.78e-05,1.54176,1.61572
2279,6.79e-05,1.54176,1.61572
2280,6.8e-05,1.54332,1.61728
2281,6.81e-05,1.54021,1.61728
2282,6.82e-05,1.54021,1.61728
2283,6.83e-05,1.54021,1.61728
2284,6.84e-05,1.54021,1.61728
2285,6.85e-05,1.54176,1.61728
2286,6.86e-05,1.54021,1.61572
2287,6.87e-05,1.54332,1.61572
2288,6.88e-05,1.54176,1.61572
2289,6.89e-05,1.53866,1.61728
2290,6.9e-05,1.54021,1.61728
2291,6.91e-05,1.54021,1.61572
2292,6.92e-05,1.54176,1.61572
2293,6.93e-05,1.53866,1.61572
2294,6.94e-05,1.54021,1.61415
2295,6.95e-05,1.54021,1.61415
2296,6.96e-05,1.53866,1.61415
2297,6.97e-05,1.54176,1.61572
2298,6.98e-05,1.54176,1.61572
2299,6.99e-05,1.54176,1.61415
2300,7e-05,1.53866,1.61728
2301,7.01e-05,1.53866,1.61415
2302,7.02e-05,1.53866,1.61415
2303,7.03e-05,1.53866,1.61415
2304,7.04e-05,1.54176,1.61415
2305,7.05e-05,1.54021,1.61572
2306,7.06e-05,1.54021,1.61572
2307,7.07e-05,1.54021,1.61415
2308,7.08e-05,1.54021,1.61415
2309,7.09e-05,1.54021,1.61728
2310,7.1e-05,1.54021,1.61728
2311,7.11e-05,1.54021,1.61728
2312,7.12e-05,1.54021,1.61728
2313,7.13e-05,1.54021,1.61728
2314,7.14e-05,1.54021,1.61572
2315,7.15e-05,1.51068,1.61415
2316,7.16e-05,1.76246,1.62198
2317,7.17e-05,-1.14231,1.49198
2318,7.18e-05,-1.35989,1.46535
2319,7.19e-05,-1.43294,1.40113
2320,7.2e-05,-1.44693,1.35414
2321,7.21e-05,-1.4547,1.30402
2322,7.22e-05,-1.46092,1.25546
2323,7.23e-05,-1.46558,1.21317
2324,7.24e-05,-1.46713,1.17715
2325,7.25e-05,-1.47024,1.14582
2326,7.26e-05,-1.46869,1.11763
2327,7.27e-05,-1.46869,1.08943
2328,7.28e-05,-1.47024,1.0675
2329,7.29e-05,-1.46713,1.04244
2330,7.3e-05,-1.4718,1.01895
2331,7.31e-05,-1.47024,1.00015
2332,7.32e-05,-1.4718,0.97979
2333,7.33e-05,-1.47335,0.957862
2334,7.34e-05,-1.47335,0.9375
2335,7.35e-05,-1.4749,0.917137
2336,7.36e-05,-1.47335,0.895209
2337,7.37e-05,-1.4749,0.877979
2338,7.38e-05,-1.47646,0.857617
2339,7.39e-05,-1.47646,0.837255
2340,7.4e-05,-1.4749,0.818459
2341,7.41e-05,-1.4749,0.798097
2342,7.42e-05,-1.47335,0.777735
2343,7.43e-05,-1.47335,0.757373
2344,7.44e-05,-1.47024,0.738577
2345,7.45e-05,-1.4718,0.719781
2346,7.46e-05,-1.47024,0.700985
2347,7.47e-05,-1.47024,0.682189
2348,7.48e-05,-1.47024,0.660261
2349,7.49e-05,-1.46869,0.639899
2350,7.5e-05,-1.47024,0.622669
2351,7.51e-05,-1.46713,0.602307
2352,7.52e-05,-1.46869,0.580378
2353,7.53e-05,-1.46869,0.563149
2354,7.54e-05,-1.47024,0.544353
2355,7.55e-05,-1.47024,0.522424
2356,7.56e-05,-1.46713,0.505195
2357,7.57e-05,-1.47024,0.486399
2358,7.58e-05,-1.46869,0.467603
2359,7.59e-05,-1.47024,0.445675
2360,7.6e-05,-1.47024,0.426879
2361,7.61e-05,-1.4718,0.408083
2362,7.62e-05,-1.46869,0.389287
2363,7.63e-05,-1.47024,0.370491
2364,7.64e-05,-1.47335,0.353262
2365,7.65e-05,-1.4718,0.331333
2366,7.66e-05,-1.4718,0.312537
2367,7.67e-05,-1.4718,0.293742
2368,7.68e-05,-1.4749,0.274946
2369,7.69e-05,-1.47335,0.254584
2370,7.7e-05,-1.47335,0.237354
2371,7.71e-05,-1.4749,0.216992
2372,7.72e-05,-1.47335,0.198196
2373,7.73e-05,-1.4749,0.1794
2374,7.74e-05,-1.47335,0.160604
2375,7.75e-05,-1.47646,0.138676
2376,7.76e-05,-1.47646,0.11988
2377,7.77e-05,-1.47801,0.101084
2378,7.78e-05,-1.47801,0.0822883
2379,7.79e-05,-1.47801,0.0634925
2380,7.8e-05,-1.47957,0.0478293
2381,7.81e-05,-1.48112,0.0259008
2382,7.82e-05,-1.47957,0.00710495
2383,7.83e-05,-1.47957,-0.00855826
2384,7.84e-05,-1.48112,-0.0320531
2385,7.85e-05,-1.48112,-0.04615
2386,7.86e-05,-1.48112,-0.0696448
2387,7.87e-05,-1.48112,-0.0837416
2388,7.88e-05,-1.48268,-0.10567
2389,7.89e-05,-1.48268,-0.1229
2390,7.9e-05,-1.48423,-0.141696
2391,7.91e-05,-1.48268,-0.160491
2392,7.92e-05,-1.48268,-0.179287
2393,7.93e-05,-1.48268,-0.196517
2394,7.94e-05,-1.48578,-0.218445
2395,7.95e-05,-1.48423,-0.237241
2396,7.96e-05,-1.48734,-0.252904
2397,7.97e-05,-1.48578,-0.2717
2398,7.98e-05,-1.48889,-0.28893
2399,7.99e-05,-1.48734,-0.307726
2400,8e-05,-1.48734,-0.324955
2401,8.01e-05,-1.48734,-0.343751
2402,8.02e-05,-1.49045,-0.36098
2403,8.03e-05,-1.48889,-0.379776
2404,8.04e-05,-1.49045,-0.397006
2405,8.05e-05,-1.48734,-0.417368
2406,8.06e-05,-1.49045,-0.433031
2407,8.07e-05,-1.49355,-0.450261
2408,8.08e-05,-1.492,-0.46749
2409,8.09e-05,-1.492,-0.486286
2410,8.1e-05,-1.492,-0.505082
2411,8.11e-05,-1.49511,-0.522311
2412,8.12e-05,-1.49355,-0.539541
2413,8.13e-05,-1.49355,-0.556771
2414,8.14e-05,-1.49666,-0.572434
2415,8.15e-05,-1.49511,-0.589663
2416,8.16e-05,-1.49666,-0.608459
2417,8.17e-05,-1.49511,-0.624122
2418,8.18e-05,-1.49666,-0.641352
2419,8.19e-05,-1.49822,-0.653882
2420,8.2e-05,-1.49822,-0.672678
2421,8.21e-05,-1.50133,-0.686775
2422,8.22e-05,-1.49977,-0.705571
2423,8.23e-05,-1.49977,-0.718102
2424,8.24e-05,-1.49977,-0.736897
2425,8.25e-05,-1.50288,-0.749428
2426,8.26e-05,-1.50133,-0.768224
2427,8.27e-05,-1.50133,-0.782321
2428,8.28e-05,-1.50288,-0.79955
2429,8.29e-05,-1.50288,-0.815213
2430,8.3e-05,-1.50288,-0.832443
2431,8.31e-05,-1.50288,-0.849672
2432,8.32e-05,-1.50288,-0.865336
2433,8.33e-05,-1.50599,-0.884132
2434,8.34e-05,-1.50288,-0.902927
2435,8.35e-05,-1.50443,-0.920157
2436,8.36e-05,-1.50288,-0.938953
2437,8.37e-05,-1.50443,-0.954616
2438,8.38e-05,-1.50443,-0.96558
2439,8.39e-05,-1.50443,-0.978111
2440,8.4e-05,-1.50443,-0.981243
2441,8.41e-05,-1.50443,-0.976544
2442,8.42e-05,-1.50443,-0.968713
2443,8.43e-05,-1.50443,-0.96558
2444,8.44e-05,-1.50754,-0.96558
2445,8.45e-05,-1.50599,-0.968713
2446,8.46e-05,-1.50754,-0.974978
2447,8.47e-05,-1.50443,-0.981243
2448,8.48e-05,-1.50599,-0.987509
2449,8.49e-05,-1.50599,-0.998473
2450,8.5e-05,-1.50599,-1.00787
2451,8.51e-05,-1.50599,-1.01884
2452,8.52e-05,-1.50599,-1.0298
2453,8.53e-05,-1.50599,-1.0392
2454,8.54e-05,-1.50599,-1.05173
2455,8.55e-05,-1.50754,-1.06426
2456,8.56e-05,-1.50599,-1.07836
2457,8.57e-05,-1.50599,-1.08775
2458,8.58e-05,-1.50754,-1.09872
2459,8.59e-05,-1.50754,-1.11125
2460,8.6e-05,-1.50599,-1.12691
2461,8.61e-05,-1.50599,-1.13788
2462,8.62e-05,-1.50599,-1.15197
2463,8.63e-05,-1.50599,-1.16137
2464,8.64e-05,-1.50599,-1.17547
2465,8.65e-05,-1.50599,-1.18643
2466,8.66e-05,-1.50599,-1.20209
2467,8.67e-05,-1.50599,-1.21463
2468,8.68e-05,-1.50599,-1.22716
2469,8.69e-05,-1.50754,-1.23499
2470,8.7e-05,-1.50754,-1.25065
2471,8.71e-05,-1.5091,-1.26318
2472,8.72e-05,-1.50599,-1.27571
2473,8.73e-05,-1.50754,-1.28668
2474,8.74e-05,-1.50599,-1.29921
2475,8.75e-05,-1.50599,-1.31174
2476,8.76e-05,-1.50754,-1.32583
2477,8.77e-05,-1.50599,-1.33523
2478,8.78e-05,-1.50754,-1.34776
2479,8.79e-05,-1.5091,-1.35716
2480,8.8e-05,-1.50599,-1.36969
2481,8.81e-05,-1.5091,-1.38535
2482,8.82e-05,-1.50754,-1.39475
2483,8.83e-05,-1.50754,-1.40415
2484,8.84e-05,-1.50599,-1.41355
2485,8.85e-05,-1.50599,-1.42138
2486,8.86e-05,-1.50599,-1.43391
2487,8.87e-05,-1.50599,-1.43861
2488,8.88e-05,-1.50754,-1.44487
2489,8.89e-05,-1.50599,-1.44957
2490,8.9e-05,-1.50599,-1.45584
2491,8.91e-05,-1.50599,-1.45897
2492,8.92e-05,-1.50599,-1.46367
2493,8.93e-05,-1.5091,-1.46837
2494,8.94e-05,-1.50599,-1.46524
2495,8.95e-05,-1.5091,-1.46994
2496,8.96e-05,-1.50599,-1.4715
2497,8.97e-05,-1.50754,-1.47463
2498,8.98e-05,-1.50754,-1.4762
2499,8.99e-05,-1.50754,-1.47777
2500,9e-05,-1.50754,-1.47933
2501,9.01e-05,-1.50754,-1.4856
2502,9.02e-05,-1.50754,-1.4809
2503,9.03e-05,-1.50754,-1.47307
2504,9.04e-05,-1.50754,-1.46367
2505,9.05e-05,-1.5091,-1.45584
2506,9.06e-05,-1.51065,-1.44957
2507,9.07e-05,-1.50754,-1.45114
2508,9.08e-05,-1.5091,-1.45427
2509,9.09e-05,-1.50754,-1.45584
2510,9.1e-05,-1.5091,-1.45584
2511,9.11e-05,-1.50754,-1.45897
2512,9.12e-05,-1.51065,-1.4574
2513,9.13e-05,-1.5091,-1.4574
2514,9.14e-05,-1.5091,-1.45584
2515,9.15e-05,-1.50599,-1.45584
2516,9.16e-05,-1.51065,-1.45584
2517,9.17e-05,-1.51065,-1.45427
2518,9.18e-05,-1.5091,-1.45427
2519,9.19e-05,-1.50599,-1.45427
2520,9.2e-05,-1.51065,-1.45584
2521,9.21e-05,-1.51065,-1.45271
2522,9.22e-05,-1.51065,-1.45271
2523,9.23e-05,-1.5122,-1.45427
2524,9.24e-05,-1.5091,-1.45584
2525,9.25e-05,-1.5091,-1.4574
2526,9.26e-05,-1.5091,-1.45427
2527,9.27e-05,-1.51065,-1.45427
2528,9.28e-05,-1.50599,-1.45427
2529,9.29e-05,-1.5091,-1.45427
2530,9.3e-05,-1.5091,-1.45584
2531,9.31e-05,-1.50754,-1.45271
2532,9.32e-05,-1.50754,-1.45271
2533,9.33e-05,-1.50754,-1.45271
2534,9.34e-05,-1.5122,-1.45584
2535,9.35e-05,-1.5091,-1.45271
2536,9.36e-05,-1.5091,-1.45271
2537,9.37e-05,-1.51065,-1.45271
2538,9.38e-05,-1.51065,-1.45427
2539,9.39e-05,-1.5091,-1.45427
2540,9.4e-05,-1.5091,-1.45584
2541,9.41e-05,-1.50754,-1.45271
2542,9.42e-05,-1.51065,-1.45114
2543,9.43e-05,-1.5091,-1.45114
2544,9.44e-05,-1.5091,-1.45114
2545,9.45e-05,-1.5091,-1.45427
2546,9.46e-05,-1.5091,-1.45271
2547,9.47e-05,-1.5122,-1.45271
2548,9.48e-05,-1.5091,-1.45271
2549,9.49e-05,-1.5091,-1.45271
2550,9.5e-05,-1.5091,-1.45271
2551,9.51e-05,-1.50754,-1.45427
2552,9.52e-05,-1.51065,-1.45114
2553,9.53e-05,-1.5091,-1.44957
2554,9.54e-05,-1.5091,-1.44957
2555,9.55e-05,-1.5091,-1.45271
2556,9.56e-05,-1.51065,-1.45114
2557,9.57e-05,-1.50754,-1.45114
2558,9.58e-05,-1.5091,-1.45271
2559,9.59e-05,-1.5091,-1.45114
2560,9.6e-05,-1.5091,-1.45114
2561,9.61e-05,-1.51065,-1.45114
2562,9.62e-05,-1.50599,-1.45114
2563,9.63e-05,-1.5122,-1.45114
2564,9.64e-05,-1.5091,-1.45114
2565,9.65e-05,-1.51065,-1.45271
2566,9.66e-05,-1.50754,-1.44957
2567,9.67e-05,-1.5122,-1.45271
2568,9.68e-05,-1.5091,-1.45271
2569,9.69e-05,-1.51065,-1.45114
2570,9.7e-05,-1.5122,-1.45114
2571,9.71e-05,-1.51065,-1.45114
2572,9.72e-05,-1.51065,-1.45114
2573,9.73e-05,-1.51065,-1.45114
2574,9.74e-05,-1.51065,-1.45114
2575,9.75e-05,-1.5122,-1.45114
2576,9.76e-05,-1.5122,-1.45114
2577,9.77e-05,-1.51065,-1.45271
2578,9.78e-05,-1.51531,-1.45114
2579,9.79e-05,-1.5122,-1.45271
2580,9.8e-05,-1.5122,-1.45271
2581,9.81e-05,-1.51376,-1.45271
2582,9.82e-05,-1.51065,-1.45271
2583,9.83e-05,-1.51065,-1.45271
2584,9.84e-05,-1.51065,-1.45271
2585,9.85e-05,-1.51065,-1.45114
2586,9.86e-05,-1.51065,-1.45271
2587,9.87e-05,-1.51376,-1.45271
2588,9.88e-05,-1.5122,-1.44957
2589,9.89e-05,-1.5122,-1.45271
2590,9.9e-05,-1.5122,-1.45427
2591,9.91e-05,-1.5122,-1.45271
2592,9.92e-05,-1.51065,-1.45427
2593,9.93e-05,-1.51376,-1.45114
2594,9.94e-05,-1.5122,-1.45427
2595,9.95e-05,-1.5122,-1.45271
2596,9.96e-05,-1.5122,-1.45427
2597,9.97e-05,-1.5122,-1.45114
2598,9.98e-05,-1.5122,-1.45427
2599,9.99e-05,-1.5122,-1.45114
2600,0.0001,-1.5122,-1.45114
2601,0.0001001,-1.51376,-1.45271
2602,0.0001002,-1.5122,-1.45271
2603,0.0001003,-1.51065,-1.45271
2604,0.0001004,-1.51376,-1.45271
2605,0.0001005,-1.51531,-1.45271
2606,0.0001006,-1.5122,-1.44957
2607,0.0001007,-1.51376,-1.45271
2608,0.0001008,-1.51065,-1.45114
2609,0.0001009,-1.5122,-1.45114
2610,0.000101,-1.51065,-1.45114
2611,0.0001011,-1.51376,-1.45114
2612,0.0001012,-1.51065,-1.45114
2613,0.0001013,-1.5122,-1.45114
2614,0.0001014,-1.5122,-1.44801
2615,0.0001015,-1.5122,-1.45114
2616,0.0001016,-1.5122,-1.45114
2617,0.0001017,-1.51065,-1.45114
2618,0.0001018,-1.51065,-1.45271
2619,0.0001019,-1.51065,-1.44957
2620,0.000102,-1.51065,-1.45271
2621,0.0001021,-1.51376,-1.44957
2622,0.0001022,-1.51065,-1.44957
2623,0.0001023,-1.51376,-1.44957
2624,0.0001024,-1.51376,-1.45114
2625,0.0001025,-1.51376,-1.45114
2626,0.0001026,-1.51531,-1.45114
2627,0.0001027,-1.5122,-1.45114
2628,0.0001028,-1.5122,-1.45271
2629,0.0001029,-1.5122,-1.45114
2630,0.000103,-1.5122,-1.44957
2631,0.0001031,-1.5122,-1.44957
2632,0.0001032,-1.5122,-1.44801
2633,0.0001033,-1.51376,-1.45114
