;Scopy version,48fb6a9
;Exported on,Wednesday July 24/07/2019
;Device,M2K
;Nr of samples,8000
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
1002,-0.002998,0.00615051
1003,-0.002997,0.0126557
1004,-0.002996,0.0207872
1005,-0.002995,0.0289187
1006,-0.002994,0.0321713
1007,-0.002993,0.0403028
1008,-0.002992,0.0435554
1009,-0.002991,0.0500607
1010,-0.00299,0.0565659
1011,-0.002989,0.0630711
1012,-0.002988,0.0695763
1013,-0.002987,0.0760815
1014,-0.002986,0.0825867
1015,-0.002985,0.0874656
1016,-0.002984,0.0939708
1017,-0.002983,0.0988497
1018,-0.002982,0.106981
1019,-0.002981,0.113486
1020,-0.00298,0.118365
1021,-0.002979,0.123244
1022,-0.002978,0.129749
1023,-0.002977,0.136255
1024,-0.002976,0.14276
1025,-0.002975,0.149265
1026,-0.002974,0.15577
1027,-0.002973,0.160649
1028,-0.002972,0.167154
1029,-0.002971,0.172033
1030,-0.00297,0.178539
1031,-0.002969,0.185044
1032,-0.002968,0.191549
1033,-0.002967,0.198054
1034,-0.002966,0.202933
1035,-0.002965,0.209438
1036,-0.002964,0.214317
1037,-0.002963,0.219196
1038,-0.002962,0.227328
1039,-0.002961,0.232206
1040,-0.00296,0.238712
1041,-0.002959,0.245217
1042,-0.002958,0.250096
1043,-0.002957,0.256601
1044,-0.002956,0.26148
1045,-0.002955,0.267985
1046,-0.002954,0.276117
1047,-0.002953,0.282622
1048,-0.002952,0.285874
1049,-0.002951,0.29238
1050,-0.00295,0.297259
1051,-0.002949,0.303764
1052,-0.002948,0.308643
1053,-0.002947,0.315148
1054,-0.002946,0.321653
1055,-0.002945,0.326532
1056,-0.002944,0.331411
1057,-0.002943,0.33629
1058,-0.002942,0.342795
1059,-0.002941,0.3493
1060,-0.00294,0.354179
1061,-0.002939,0.362311
1062,-0.002938,0.365563
1063,-0.002937,0.373695
1064,-0.002936,0.376947
1065,-0.002935,0.383453
1066,-0.002934,0.391584
1067,-0.002933,0.394837
1068,-0.002932,0.399716
1069,-0.002931,0.404594
1070,-0.00293,0.4111
1071,-0.002929,0.414352
1072,-0.002928,0.422484
1073,-0.002927,0.427363
1074,-0.002926,0.433868
1075,-0.002925,0.438747
1076,-0.002924,0.445252
1077,-0.002923,0.446878
1078,-0.002922,0.45501
1079,-0.002921,0.461515
1080,-0.00292,0.46802
1081,-0.002919,0.471273
1082,-0.002918,0.477778
1083,-0.002917,0.481031
1084,-0.002916,0.482657
1085,-0.002915,0.494041
1086,-0.002914,0.495667
1087,-0.002913,0.503799
1088,-0.002912,0.508678
1089,-0.002911,0.513557
1090,-0.00291,0.515183
1091,-0.002909,0.521688
1092,-0.002908,0.528193
1093,-0.002907,0.534699
1094,-0.002906,0.541204
1095,-0.002905,0.544456
1096,-0.002904,0.547709
1097,-0.002903,0.554214
1098,-0.002902,0.555841
1099,-0.002901,0.562346
1100,-0.0029,0.568851
1101,-0.002899,0.575356
1102,-0.002898,0.581861
1103,-0.002897,0.585114
1104,-0.002896,0.585114
1105,-0.002895,0.591619
1106,-0.002894,0.596498
1107,-0.002893,0.603003
1108,-0.002892,0.607882
1109,-0.002891,0.614387
1110,-0.00289,0.61764
1111,-0.002889,0.620893
1112,-0.002888,0.624145
1113,-0.002887,0.629024
1114,-0.002886,0.637156
1115,-0.002885,0.640408
1116,-0.002884,0.646913
1117,-0.002883,0.650166
1118,-0.002882,0.653419
1119,-0.002881,0.658298
1120,-0.00288,0.66155
1121,-0.002879,0.669682
1122,-0.002878,0.671308
1123,-0.002877,0.677813
1124,-0.002876,0.681066
1125,-0.002875,0.684318
1126,-0.002874,0.687571
1127,-0.002873,0.69245
1128,-0.002872,0.698955
1129,-0.002871,0.703834
1130,-0.00287,0.707087
1131,-0.002869,0.710339
1132,-0.002868,0.713592
1133,-0.002867,0.716844
1134,-0.002866,0.721723
1135,-0.002865,0.728229
1136,-0.002864,0.729855
1137,-0.002863,0.737986
1138,-0.002862,0.737986
1139,-0.002861,0.741239
1140,-0.00286,0.746118
1141,-0.002859,0.74937
1142,-0.002858,0.755876
1143,-0.002857,0.759128
1144,-0.002856,0.762381
1145,-0.002855,0.765634
1146,-0.002854,0.768886
1147,-0.002853,0.770512
1148,-0.002852,0.777018
1149,-0.002851,0.781897
1150,-0.00285,0.785149
1151,-0.002849,0.788402
1152,-0.002848,0.791654
1153,-0.002847,0.793281
1154,-0.002846,0.796533
1155,-0.002845,0.801412
1156,-0.002844,0.807917
1157,-0.002843,0.809544
1158,-0.002842,0.812796
1159,-0.002841,0.816049
1160,-0.00284,0.817675
1161,-0.002839,0.820928
1162,-0.002838,0.825807
1163,-0.002837,0.830686
1164,-0.002836,0.832312
1165,-0.002835,0.837191
1166,-0.002834,0.837191
1167,-0.002833,0.838817
1168,-0.002832,0.84207
1169,-0.002831,0.846949
1170,-0.00283,0.850201
1171,-0.002829,0.85508
1172,-0.002828,0.85508
1173,-0.002827,0.856706
1174,-0.002826,0.859959
1175,-0.002825,0.863212
1176,-0.002824,0.866464
1177,-0.002823,0.872969
1178,-0.002822,0.872969
1179,-0.002821,0.874596
1180,-0.00282,0.877848
1181,-0.002819,0.877848
1182,-0.002818,0.882727
1183,-0.002817,0.88598
1184,-0.002816,0.889232
1185,-0.002815,0.892485
1186,-0.002814,0.894111
1187,-0.002813,0.895738
1188,-0.002812,0.89899
1189,-0.002811,0.89899
1190,-0.00281,0.902243
1191,-0.002809,0.905495
1192,-0.002808,0.908748
1193,-0.002807,0.910374
1194,-0.002806,0.910374
1195,-0.002805,0.912001
1196,-0.002804,0.915253
1197,-0.002803,0.91688
1198,-0.002802,0.920132
1199,-0.002801,0.923385
1200,-0.0028,0.923385
1201,-0.002799,0.925011
1202,-0.002798,0.926637
1203,-0.002797,0.926637
1204,-0.002796,0.931516
1205,-0.002795,0.934769
1206,-0.002794,0.934769
1207,-0.002793,0.936395
1208,-0.002792,0.936395
1209,-0.002791,0.938021
1210,-0.00279,0.939648
1211,-0.002789,0.9429
1212,-0.002788,0.9429
1213,-0.002787,0.946153
1214,-0.002786,0.944527
1215,-0.002785,0.947779
1216,-0.002784,0.947779
1217,-0.002783,0.951032
1218,-0.002782,0.952658
1219,-0.002781,0.954284
1220,-0.00278,0.954284
1221,-0.002779,0.954284
1222,-0.002778,0.955911
1223,-0.002777,0.955911
1224,-0.002776,0.957537
1225,-0.002775,0.959163
1226,-0.002774,0.96079
1227,-0.002773,0.96079
1228,-0.002772,0.96079
1229,-0.002771,0.96079
1230,-0.00277,0.964042
1231,-0.002769,0.962416
1232,-0.002768,0.967295
1233,-0.002767,0.967295
1234,-0.002766,0.968921
1235,-0.002765,0.965669
1236,-0.002764,0.965669
1237,-0.002763,0.967295
1238,-0.002762,0.970548
1239,-0.002761,0.970548
1240,-0.00276,0.970548
1241,-0.002759,0.970548
1242,-0.002758,0.970548
1243,-0.002757,0.967295
1244,-0.002756,0.967295
1245,-0.002755,0.970548
1246,-0.002754,0.9738
1247,-0.002753,0.9738
1248,-0.002752,0.9738
1249,-0.002751,0.970548
1250,-0.00275,0.970548
1251,-0.002749,0.970548
1252,-0.002748,0.970548
1253,-0.002747,0.9738
1254,-0.002746,0.977053
1255,-0.002745,0.9738
1256,-0.002744,0.968921
1257,-0.002743,0.967295
1258,-0.002742,0.970548
1259,-0.002741,0.968921
1260,-0.00274,0.970548
1261,-0.002739,0.9738
1262,-0.002738,0.970548
1263,-0.002737,0.968921
1264,-0.002736,0.964042
1265,-0.002735,0.967295
1266,-0.002734,0.965669
1267,-0.002733,0.967295
1268,-0.002732,0.968921
1269,-0.002731,0.964042
1270,-0.00273,0.964042
1271,-0.002729,0.964042
1272,-0.002728,0.964042
1273,-0.002727,0.96079
1274,-0.002726,0.96079
1275,-0.002725,0.962416
1276,-0.002724,0.959163
1277,-0.002723,0.959163
1278,-0.002722,0.957537
1279,-0.002721,0.952658
1280,-0.00272,0.955911
1281,-0.002719,0.954284
1282,-0.002718,0.954284
1283,-0.002717,0.954284
1284,-0.002716,0.949406
1285,-0.002715,0.949406
1286,-0.002714,0.946153
1287,-0.002713,0.947779
1288,-0.002712,0.944527
1289,-0.002711,0.9429
1290,-0.00271,0.9429
1291,-0.002709,0.941274
1292,-0.002708,0.938021
1293,-0.002707,0.936395
1294,-0.002706,0.936395
1295,-0.002705,0.936395
1296,-0.002704,0.934769
1297,-0.002703,0.933143
1298,-0.002702,0.92989
1299,-0.002701,0.925011
1300,-0.0027,0.925011
1301,-0.002699,0.923385
1302,-0.002698,0.923385
1303,-0.002697,0.920132
1304,-0.002696,0.918506
1305,-0.002695,0.913627
1306,-0.002694,0.913627
1307,-0.002693,0.910374
1308,-0.002692,0.908748
1309,-0.002691,0.907122
1310,-0.00269,0.905495
1311,-0.002689,0.903869
1312,-0.002688,0.89899
1313,-0.002687,0.895738
1314,-0.002686,0.894111
1315,-0.002685,0.892485
1316,-0.002684,0.890859
1317,-0.002683,0.890859
1318,-0.002682,0.887606
1319,-0.002681,0.882727
1320,-0.00268,0.879475
1321,-0.002679,0.877848
1322,-0.002678,0.874596
1323,-0.002677,0.874596
1324,-0.002676,0.869717
1325,-0.002675,0.866464
1326,-0.002674,0.863212
1327,-0.002673,0.859959
1328,-0.002672,0.858333
1329,-0.002671,0.85508
1330,-0.00267,0.85508
1331,-0.002669,0.850201
1332,-0.002668,0.848575
1333,-0.002667,0.84207
1334,-0.002666,0.838817
1335,-0.002665,0.837191
1336,-0.002664,0.835564
1337,-0.002663,0.833938
1338,-0.002662,0.830686
1339,-0.002661,0.825807
1340,-0.00266,0.820928
1341,-0.002659,0.817675
1342,-0.002658,0.816049
1343,-0.002657,0.812796
1344,-0.002656,0.809544
1345,-0.002655,0.806291
1346,-0.002654,0.803038
1347,-0.002653,0.796533
1348,-0.002652,0.793281
1349,-0.002651,0.790028
1350,-0.00265,0.790028
1351,-0.002649,0.785149
1352,-0.002648,0.781897
1353,-0.002647,0.777018
1354,-0.002646,0.772139
1355,-0.002645,0.768886
1356,-0.002644,0.765634
1357,-0.002643,0.765634
1358,-0.002642,0.759128
1359,-0.002641,0.755876
1360,-0.00264,0.74937
1361,-0.002639,0.746118
1362,-0.002638,0.742865
1363,-0.002637,0.739613
1364,-0.002636,0.73636
1365,-0.002635,0.729855
1366,-0.002634,0.726602
1367,-0.002633,0.72335
1368,-0.002632,0.718471
1369,-0.002631,0.713592
1370,-0.00263,0.710339
1371,-0.002629,0.707087
1372,-0.002628,0.703834
1373,-0.002627,0.700581
1374,-0.002626,0.69245
1375,-0.002625,0.687571
1376,-0.002624,0.684318
1377,-0.002623,0.679439
1378,-0.002622,0.676187
1379,-0.002621,0.676187
1380,-0.00262,0.671308
1381,-0.002619,0.663176
1382,-0.002618,0.656671
1383,-0.002617,0.653419
1384,-0.002616,0.650166
1385,-0.002615,0.646913
1386,-0.002614,0.642035
1387,-0.002613,0.635529
1388,-0.002612,0.632277
1389,-0.002611,0.624145
1390,-0.00261,0.619266
1391,-0.002609,0.616014
1392,-0.002608,0.612761
1393,-0.002607,0.609509
1394,-0.002606,0.60463
1395,-0.002605,0.598124
1396,-0.002604,0.589993
1397,-0.002603,0.58674
1398,-0.002602,0.581861
1399,-0.002601,0.580235
1400,-0.0026,0.57373
1401,-0.002599,0.570477
1402,-0.002598,0.563972
1403,-0.002597,0.555841
1404,-0.002596,0.552588
1405,-0.002595,0.547709
1406,-0.002594,0.54283
1407,-0.002593,0.539578
1408,-0.002592,0.536325
1409,-0.002591,0.52982
1410,-0.00259,0.521688
1411,-0.002589,0.516809
1412,-0.002588,0.510304
1413,-0.002587,0.507051
1414,-0.002586,0.503799
1415,-0.002585,0.49892
1416,-0.002584,0.492415
1417,-0.002583,0.48591
1418,-0.002582,0.479404
1419,-0.002581,0.472899
1420,-0.00258,0.469647
1421,-0.002579,0.466394
1422,-0.002578,0.463141
1423,-0.002577,0.453384
1424,-0.002576,0.450131
1425,-0.002575,0.441999
1426,-0.002574,0.43712
1427,-0.002573,0.433868
1428,-0.002572,0.427363
1429,-0.002571,0.42411
1430,-0.00257,0.417605
1431,-0.002569,0.4111
1432,-0.002568,0.402968
1433,-0.002567,0.399716
1434,-0.002566,0.394837
1435,-0.002565,0.391584
1436,-0.002564,0.383453
1437,-0.002563,0.376947
1438,-0.002562,0.370442
1439,-0.002561,0.363937
1440,-0.00256,0.359058
1441,-0.002559,0.352553
1442,-0.002558,0.350927
1443,-0.002557,0.344421
1444,-0.002556,0.337916
1445,-0.002555,0.331411
1446,-0.002554,0.324906
1447,-0.002553,0.3184
1448,-0.002552,0.311895
1449,-0.002551,0.310269
1450,-0.00255,0.303764
1451,-0.002549,0.297259
1452,-0.002548,0.290753
1453,-0.002547,0.284248
1454,-0.002546,0.276117
1455,-0.002545,0.27449
1456,-0.002544,0.267985
1457,-0.002543,0.263106
1458,-0.002542,0.256601
1459,-0.002541,0.250096
1460,-0.00254,0.241964
1461,-0.002539,0.237085
1462,-0.002538,0.232206
1463,-0.002537,0.227328
1464,-0.002536,0.222449
1465,-0.002535,0.214317
1466,-0.002534,0.207812
1467,-0.002533,0.19968
1468,-0.002532,0.193175
1469,-0.002531,0.189923
1470,-0.00253,0.18667
1471,-0.002529,0.180165
1472,-0.002528,0.172033
1473,-0.002527,0.165528
1474,-0.002526,0.160649
1475,-0.002525,0.154144
1476,-0.002524,0.147639
1477,-0.002523,0.144386
1478,-0.002522,0.137881
1479,-0.002521,0.131376
1480,-0.00252,0.121618
1481,-0.002519,0.116739
1482,-0.002518,0.110234
1483,-0.002517,0.105355
1484,-0.002516,0.100476
1485,-0.002515,0.0939708
1486,-0.002514,0.0890919
1487,-0.002513,0.0825867
1488,-0.002512,0.0728289
1489,-0.002511,0.06795
1490,-0.00251,0.0630711
1491,-0.002509,0.0581922
1492,-0.002508,0.0533133
1493,-0.002507,0.0468081
1494,-0.002506,0.0403028
1495,-0.002505,0.0321713
1496,-0.002504,0.0256661
1497,-0.002503,0.0207872
1498,-0.002502,0.0175346
1499,-0.002501,0.00777681
1500,-0.0025,0.0028979
1501,-0.002499,-0.00360731
1502,-0.002498,-0.0101125
1503,-0.002497,-0.0149914
1504,-0.002496,-0.0214966
1505,-0.002495,-0.0280018
1506,-0.002494,-0.034507
1507,-0.002493,-0.0377596
1508,-0.002492,-0.0475175
1509,-0.002491,-0.0523964
1510,-0.00249,-0.0572753
1511,-0.002489,-0.0637805
1512,-0.002488,-0.0702857
1513,-0.002487,-0.0751646
1514,-0.002486,-0.0816698
1515,-0.002485,-0.088175
1516,-0.002484,-0.0946802
1517,-0.002483,-0.101185
1518,-0.002482,-0.106064
1519,-0.002481,-0.11257
1520,-0.00248,-0.119075
1521,-0.002479,-0.127206
1522,-0.002478,-0.132085
1523,-0.002477,-0.13859
1524,-0.002476,-0.141843
1525,-0.002475,-0.148348
1526,-0.002474,-0.154853
1527,-0.002473,-0.161359
1528,-0.002472,-0.167864
1529,-0.002471,-0.174369
1530,-0.00247,-0.179248
1531,-0.002469,-0.187379
1532,-0.002468,-0.190632
1533,-0.002467,-0.197137
1534,-0.002466,-0.203642
1535,-0.002465,-0.210148
1536,-0.002464,-0.215027
1537,-0.002463,-0.219905
1538,-0.002462,-0.226411
1539,-0.002461,-0.232916
1540,-0.00246,-0.239421
1541,-0.002459,-0.247553
1542,-0.002458,-0.250805
1543,-0.002457,-0.25731
1544,-0.002456,-0.263816
1545,-0.002455,-0.267068
1546,-0.002454,-0.276826
1547,-0.002453,-0.281705
1548,-0.002452,-0.284958
1549,-0.002451,-0.291463
1550,-0.00245,-0.297968
1551,-0.002449,-0.302847
1552,-0.002448,-0.309352
1553,-0.002447,-0.315857
1554,-0.002446,-0.322362
1555,-0.002445,-0.327241
1556,-0.002444,-0.33212
1557,-0.002443,-0.338625
1558,-0.002442,-0.343504
1559,-0.002441,-0.35001
1560,-0.00244,-0.356515
1561,-0.002439,-0.359767
1562,-0.002438,-0.367899
1563,-0.002437,-0.374404
1564,-0.002436,-0.377657
1565,-0.002435,-0.384162
1566,-0.002434,-0.390667
1567,-0.002433,-0.395546
1568,-0.002432,-0.402051
1569,-0.002431,-0.40693
1570,-0.00243,-0.413435
1571,-0.002429,-0.418314
1572,-0.002428,-0.423193
1573,-0.002427,-0.428072
1574,-0.002426,-0.434577
1575,-0.002425,-0.441083
1576,-0.002424,-0.444335
1577,-0.002423,-0.45084
1578,-0.002422,-0.455719
1579,-0.002421,-0.460598
1580,-0.00242,-0.467103
1581,-0.002419,-0.473609
1582,-0.002418,-0.480114
1583,-0.002417,-0.48174
1584,-0.002416,-0.489872
1585,-0.002415,-0.491498
1586,-0.002414,-0.498003
1587,-0.002413,-0.504508
1588,-0.002412,-0.509387
1589,-0.002411,-0.515892
1590,-0.00241,-0.519145
1591,-0.002409,-0.524024
1592,-0.002408,-0.527277
1593,-0.002407,-0.533782
1594,-0.002406,-0.540287
1595,-0.002405,-0.545166
1596,-0.002404,-0.553297
1597,-0.002403,-0.55655
1598,-0.002402,-0.559803
1599,-0.002401,-0.564681
1600,-0.0024,-0.567934
1601,-0.002399,-0.574439
1602,-0.002398,-0.582571
1603,-0.002397,-0.585823
1604,-0.002396,-0.590702
1605,-0.002395,-0.593955
1606,-0.002394,-0.597207
1607,-0.002393,-0.603713
1608,-0.002392,-0.606965
1609,-0.002391,-0.61347
1610,-0.00239,-0.619976
1611,-0.002389,-0.623228
1612,-0.002388,-0.626481
1613,-0.002387,-0.63136
1614,-0.002386,-0.636239
1615,-0.002385,-0.639491
1616,-0.002384,-0.647623
1617,-0.002383,-0.652502
1618,-0.002382,-0.655754
1619,-0.002381,-0.659007
1620,-0.00238,-0.66226
1621,-0.002379,-0.667138
1622,-0.002378,-0.673644
1623,-0.002377,-0.680149
1624,-0.002376,-0.683402
1625,-0.002375,-0.686654
1626,-0.002374,-0.68828
1627,-0.002373,-0.694786
1628,-0.002372,-0.698038
1629,-0.002371,-0.701291
1630,-0.00237,-0.707796
1631,-0.002369,-0.714301
1632,-0.002368,-0.715928
1633,-0.002367,-0.71918
1634,-0.002366,-0.722433
1635,-0.002365,-0.727312
1636,-0.002364,-0.730564
1637,-0.002363,-0.735443
1638,-0.002362,-0.741948
1639,-0.002361,-0.743575
1640,-0.00236,-0.748454
1641,-0.002359,-0.75008
1642,-0.002358,-0.754959
1643,-0.002357,-0.761464
1644,-0.002356,-0.76309
1645,-0.002355,-0.767969
1646,-0.002354,-0.771222
1647,-0.002353,-0.774474
1648,-0.002352,-0.777727
1649,-0.002351,-0.78098
1650,-0.00235,-0.787485
1651,-0.002349,-0.790737
1652,-0.002348,-0.79399
1653,-0.002347,-0.797243
1654,-0.002346,-0.797243
1655,-0.002345,-0.802122
1656,-0.002344,-0.807
1657,-0.002343,-0.810253
1658,-0.002342,-0.815132
1659,-0.002341,-0.818385
1660,-0.00234,-0.820011
1661,-0.002339,-0.823263
1662,-0.002338,-0.826516
1663,-0.002337,-0.828142
1664,-0.002336,-0.833021
1665,-0.002335,-0.839526
1666,-0.002334,-0.8379
1667,-0.002333,-0.842779
1668,-0.002332,-0.844405
1669,-0.002331,-0.846032
1670,-0.00233,-0.852537
1671,-0.002329,-0.855789
1672,-0.002328,-0.859042
1673,-0.002327,-0.860668
1674,-0.002326,-0.860668
1675,-0.002325,-0.863921
1676,-0.002324,-0.8688
1677,-0.002323,-0.872053
1678,-0.002322,-0.875305
1679,-0.002321,-0.878558
1680,-0.00232,-0.880184
1681,-0.002319,-0.883437
1682,-0.002318,-0.883437
1683,-0.002317,-0.886689
1684,-0.002316,-0.889942
1685,-0.002315,-0.893194
1686,-0.002314,-0.896447
1687,-0.002313,-0.898073
1688,-0.002312,-0.8997
1689,-0.002311,-0.901326
1690,-0.00231,-0.901326
1691,-0.002309,-0.909457
1692,-0.002308,-0.907831
1693,-0.002307,-0.91271
1694,-0.002306,-0.911084
1695,-0.002305,-0.914336
1696,-0.002304,-0.915963
1697,-0.002303,-0.919215
1698,-0.002302,-0.922468
1699,-0.002301,-0.924094
1700,-0.0023,-0.925721
1701,-0.002299,-0.925721
1702,-0.002298,-0.927347
1703,-0.002297,-0.928973
1704,-0.002296,-0.933852
1705,-0.002295,-0.935478
1706,-0.002294,-0.937105
1707,-0.002293,-0.938731
1708,-0.002292,-0.937105
1709,-0.002291,-0.938731
1710,-0.00229,-0.940357
1711,-0.002289,-0.94361
1712,-0.002288,-0.946862
1713,-0.002287,-0.946862
1714,-0.002286,-0.948489
1715,-0.002285,-0.948489
1716,-0.002284,-0.948489
1717,-0.002283,-0.950115
1718,-0.002282,-0.953368
1719,-0.002281,-0.954994
1720,-0.00228,-0.95662
1721,-0.002279,-0.954994
1722,-0.002278,-0.958247
1723,-0.002277,-0.959873
1724,-0.002276,-0.959873
1725,-0.002275,-0.959873
1726,-0.002274,-0.963125
1727,-0.002273,-0.963125
1728,-0.002272,-0.963125
1729,-0.002271,-0.963125
1730,-0.00227,-0.964752
1731,-0.002269,-0.964752
1732,-0.002268,-0.966378
1733,-0.002267,-0.968004
1734,-0.002266,-0.968004
1735,-0.002265,-0.968004
1736,-0.002264,-0.968004
1737,-0.002263,-0.969631
1738,-0.002262,-0.971257
1739,-0.002261,-0.971257
1740,-0.00226,-0.971257
1741,-0.002259,-0.969631
1742,-0.002258,-0.972883
1743,-0.002257,-0.971257
1744,-0.002256,-0.971257
1745,-0.002255,-0.972883
1746,-0.002254,-0.972883
1747,-0.002253,-0.97451
1748,-0.002252,-0.97451
1749,-0.002251,-0.97451
1750,-0.00225,-0.97451
1751,-0.002249,-0.97451
1752,-0.002248,-0.97451
1753,-0.002247,-0.972883
1754,-0.002246,-0.97451
1755,-0.002245,-0.97451
1756,-0.002244,-0.972883
1757,-0.002243,-0.971257
1758,-0.002242,-0.969631
1759,-0.002241,-0.972883
1760,-0.00224,-0.972883
1761,-0.002239,-0.972883
1762,-0.002238,-0.971257
1763,-0.002237,-0.971257
1764,-0.002236,-0.969631
1765,-0.002235,-0.966378
1766,-0.002234,-0.968004
1767,-0.002233,-0.969631
1768,-0.002232,-0.969631
1769,-0.002231,-0.966378
1770,-0.00223,-0.966378
1771,-0.002229,-0.966378
1772,-0.002228,-0.964752
1773,-0.002227,-0.961499
1774,-0.002226,-0.963125
1775,-0.002225,-0.963125
1776,-0.002224,-0.959873
1777,-0.002223,-0.959873
1778,-0.002222,-0.959873
1779,-0.002221,-0.954994
1780,-0.00222,-0.958247
1781,-0.002219,-0.95662
1782,-0.002218,-0.954994
1783,-0.002217,-0.954994
1784,-0.002216,-0.950115
1785,-0.002215,-0.948489
1786,-0.002214,-0.945236
1787,-0.002213,-0.948489
1788,-0.002212,-0.945236
1789,-0.002211,-0.946862
1790,-0.00221,-0.94361
1791,-0.002209,-0.941984
1792,-0.002208,-0.938731
1793,-0.002207,-0.938731
1794,-0.002206,-0.937105
1795,-0.002205,-0.937105
1796,-0.002204,-0.937105
1797,-0.002203,-0.933852
1798,-0.002202,-0.932226
1799,-0.002201,-0.927347
1800,-0.0022,-0.925721
1801,-0.002199,-0.924094
1802,-0.002198,-0.922468
1803,-0.002197,-0.922468
1804,-0.002196,-0.920842
1805,-0.002195,-0.917589
1806,-0.002194,-0.914336
1807,-0.002193,-0.91271
1808,-0.002192,-0.909457
1809,-0.002191,-0.909457
1810,-0.00219,-0.907831
1811,-0.002189,-0.904579
1812,-0.002188,-0.901326
1813,-0.002187,-0.8997
1814,-0.002186,-0.896447
1815,-0.002185,-0.893194
1816,-0.002184,-0.893194
1817,-0.002183,-0.889942
1818,-0.002182,-0.888316
1819,-0.002181,-0.885063
1820,-0.00218,-0.88181
1821,-0.002179,-0.878558
1822,-0.002178,-0.876931
1823,-0.002177,-0.875305
1824,-0.002176,-0.872053
1825,-0.002175,-0.8688
1826,-0.002174,-0.865547
1827,-0.002173,-0.862295
1828,-0.002172,-0.860668
1829,-0.002171,-0.855789
1830,-0.00217,-0.855789
1831,-0.002169,-0.852537
1832,-0.002168,-0.846032
1833,-0.002167,-0.844405
1834,-0.002166,-0.841153
1835,-0.002165,-0.839526
1836,-0.002164,-0.8379
1837,-0.002163,-0.834648
1838,-0.002162,-0.831395
1839,-0.002161,-0.82489
1840,-0.00216,-0.823263
1841,-0.002159,-0.820011
1842,-0.002158,-0.815132
1843,-0.002157,-0.815132
1844,-0.002156,-0.811879
1845,-0.002155,-0.807
1846,-0.002154,-0.802122
1847,-0.002153,-0.798869
1848,-0.002152,-0.795616
1849,-0.002151,-0.79399
1850,-0.00215,-0.789111
1851,-0.002149,-0.785859
1852,-0.002148,-0.782606
1853,-0.002147,-0.776101
1854,-0.002146,-0.774474
1855,-0.002145,-0.769596
1856,-0.002144,-0.769596
1857,-0.002143,-0.766343
1858,-0.002142,-0.759838
1859,-0.002141,-0.754959
1860,-0.00214,-0.75008
1861,-0.002139,-0.746827
1862,-0.002138,-0.743575
1863,-0.002137,-0.740322
1864,-0.002136,-0.737069
1865,-0.002135,-0.732191
1866,-0.002134,-0.727312
1867,-0.002133,-0.724059
1868,-0.002132,-0.717554
1869,-0.002131,-0.714301
1870,-0.00213,-0.712675
1871,-0.002129,-0.707796
1872,-0.002128,-0.702917
1873,-0.002127,-0.698038
1874,-0.002126,-0.694786
1875,-0.002125,-0.68828
1876,-0.002124,-0.686654
1877,-0.002123,-0.681775
1878,-0.002122,-0.680149
1879,-0.002121,-0.672017
1880,-0.00212,-0.668765
1881,-0.002119,-0.66226
1882,-0.002118,-0.659007
1883,-0.002117,-0.654128
1884,-0.002116,-0.654128
1885,-0.002115,-0.647623
1886,-0.002114,-0.642744
1887,-0.002113,-0.634612
1888,-0.002112,-0.63136
1889,-0.002111,-0.626481
1890,-0.00211,-0.623228
1891,-0.002109,-0.619976
1892,-0.002108,-0.61347
1893,-0.002107,-0.606965
1894,-0.002106,-0.603713
1895,-0.002105,-0.597207
1896,-0.002104,-0.593955
